"No.","Nid","Rank","Machine","Vendor","Type","Network","Installation Site","Location","Country","Year","Application","Usage","Number of nodes","Number of cores","Memory","Implementation","Scale","GTEPS","C_time","Power"
"121","691","120","Alkindi","Supermicro workstation","Commodity Machine /  Intel Xeon E5-2650 (2 Sockets, 32 cores), Nvidia Kepler K20c (2 GPUs)","","The University of British Columbia","Vancouver, BC","Canada","2012","Generic","University","1","","256 gigabytes","custom","28","1.20576","2860 seconds","496 Watts"
"122","605","121","cougarxmt","Cray","XMT","","Pacific Northwest National Laboratory","","USA","","","","128","0","0 gigabytes","Reference","29","1.18112","",""
"123","606","121","GraphCREST-W12","AMD","Opteron 6174 2.2GHz","","Chuo University","Tokyo","Japan","","","","1","12","0 gigabytes","","0","1.18112","",""
"124","630","123","PowerEdge R815 Opteron 6174","Dell","PowerEdge R815 Opteron 6174","Infiniband","STE Lab, Nagoya University","","Japan","2010","Geophysics and astrophysics","University","4","192","384 gigabytes","unknown","22","1.1623","2898.1 seconds",""
"125","709","124","GraphCREST-Intel-NUC","Intel","Intel® NUC Kit DC3217IYE / 1 node","","Chuo University","Tokyo","Japan","2013","mathematical optimization","university","1","2","8 gigabytes","custom (OpenMP)","23","1.08175","71.1322 seconds","20.1 Watts"
"126","607","125","graphstorm","Cray","XMT","","Sandia National Laboratories","","USA","","","","128","0","0 gigabytes","Reference","29","1.07374","",""
"127","608","126","ScaleMP/vSMP Foundation","IBM","","ScaleMP/vSMP Fundation","LArgonne National Laboratory","","USA","","","","0","128","0 gigabytes","Reference","30","1.03079","","0 Watts"
"128","609","127","Hyperion","Dell, Intel, Supermicro, QLogic, Cisco, Mellanox, DDN, Sun, LSI and RedHat","","","Lawrence Livermore National Laboratory","","USA","","","","64","512","0 gigabytes","Custom","31","0.99858","",""
"129","646","128","Cray XT5-HE","Cray","XT5-HE","","Oak Ridge National Laboratory","","USA","","","","18688","224256","0 gigabytes","","30","0.966368","","0 Watts"
"130","651","129","tara","IBM","Server x iDataPlex","InfiniBand (QDR)","University of Maryland, Baltimore County","Baltimore, MD","USA","2009","Mathematics and statistics, computer science, atmospheric physics, computational chemistry, mechanical engineering, and more","University","86","688","2088 gigabytes","Modified reference implementation","31","0.946","135.525 seconds",""
"131","686","130","Matterhorn","Cray Inc.","XMT2","Seastar","Swiss National Supercomputing Center","Lugano","Switzerland","2011","General purpose scientific computing","University","64","64","2048 gigabytes","Green500-modified Cray version","31","0.897","2203 seconds","19557 Watts"
"132","610","131","Matterhorn","Cray","XMT","","CSCS","","Switzerland","","","","64","0","0 gigabytes","Reference","31","0.880468","",""
"133","586","132","Cray XT5-HE","Cray","XT5-HE","","Oak Ridge National Laboratory","","USA","","","","512","0","0 gigabytes","Reference","27","0.858993","","0 Watts"
"134","638","132","Cray XMT2","Cray","XMT2","","CSCS","","Switzerland","","","","64","0","0 gigabytes","","31","0.858993","","0 Watts"
"135","611","134","Minerva","Intel","Westmere 2.66 GHz","","University of Warwick","","UK","","","","1","12","0 gigabytes","Reference","26","0.837519","",""
"136","631","135","GraphCREST-M48","AMD","Opteron 6174 2.2GHz","","Chuo University","Tokyo","Japan","","","","1","48","0 gigabytes","Custom","27","0.826781","",""
"137","613","136","Erdos","unknown","","","Oak Ridge National Laboratory","","USA","","","","0","0","0 gigabytes","Reference","29","0.697932","",""
"138","643","136","Intel Westmere E7-4870 2.4GHz","Intel","E7-4870 2.4GHz ","","Intel Research","","USA","","","","1","40","0 gigabytes","","27","0.697932","","0 Watts"
"139","642","138","Intel Westmere X5670 2.93","Intel","Westmere X5670 2.93, IB network","","Intel Corporation","","USA","","","","128","256","0 gigabytes","Reference","26","0.660351","","0 Watts"
"140","614","139","Hyperion + FusionIO","unknown","","","Lawrence Livermore National Laboratory","","USA","","","","64","512","0 gigabytes","Custom/NAND FLASH","36","0.601295","","0 Watts"
"141","644","140","Intel Westmere X5670 2.93","Intel","Westmere X5670 2.93, IB network","","Intel Corporation","","USA","","","","256","512","0 gigabytes","Reference","29","0.572304","","0 Watts"
"142","724","141","GraphCREST-NEXUS7-2013","ASUS","Android Tablet (Qualcomm Snapdragon S4 Pro, 1.5GHz)","","Tokyo Institute of Technology","Tokyo","Japan","2013","Research","University","1","4","2 gigabytes","Custom (OpenMP, Android NDK)","20","0.534713","33.3676 seconds","4.1248 Watts"
"143","645","142","Nehalem X5570","Intel","Nehalem X5570","","Sandia National Laboratories","","USA","","","","0","512","0 gigabytes","Reference","28","0.512175","",""
"144","719","143","GraphCREST-Xperia-A-SO-04E","Sony","Android Smartphone (Qualcomm Snapdragon S4 Pro APQ8064 1.5GHz)","","Yuichiro Yasui","Tokyo","Japan","2013","Smartphone","Smartphone","1","4","2 gigabytes","Custom (OpenMP, Android-NDK)","20","0.477633","33.1818 seconds","3.1184 Watts"
"145","615","144","ultraviolet","unknown","","","Sandia National Laboratories","","USA","","","","0","32","0 gigabytes","Custom","29","0.418759","",""
"146","713","145","Viridis HPC@Uni.lu","Boston","Boston Viridis - ARM Microservers 2U","Ethernet 10G","University of Luxembourg","Campus Belval, Esch-sur-Alzette","Luxembourg","2013","Computer Science research","University","32","128","128 gigabytes","Reference implementation graph500_mpi_replicated","21","0.389643","8.71395 seconds","206.38 Watts"
"147","616","146","Owens","unknown","","","The Ohio State University","","USA","","","","0","0","0 gigabytes","Reference","26","0.257698","",""
"148","617","147","Trestles","Appro","1U-1143H Cluster, Opteron 8C 2.4Ghz","Infiniband QDR","UC San Diego","San Diego, CA","USA","","","","144","4608","0 gigabytes","Custom/NAND FLASH","36","0.236223","",""
"149","726","148","Okorok","Dell","PowerEdge C1100","","Home","Yekaterinburg","Russian Federation","2013","Natural language processing","Personal","1","8","48 gigabytes","Reference OpenMP","17","0.228","0.208 seconds",""
"150","618","149","Knot","unknown","","","UC Santa Barbara","Santa Barabara, CA","USA","","","","0","64","0 gigabytes","Custom/NAND FLASH","30","0.171799","",""
"151","698","150","GraphCREST-Tegra3","ASUS","ASUS Pad TF700T (NVIDIA Tegra 3 mobile processor 1.7GHz) / 1 node","","Chuo University","Tokyo","Japan","2012","mathematical optimization","university","1","4","1 gigabytes","custom (OpenMP)","20","0.153885","53.5794 seconds","2.4 Watts"
"152","705","151","GraphCREST-NEXUS10","Google, Samsung Electronics","NEXUS10 (Dual-core A15 and Quad-core Mali T604) / 1 node","","Chuo University","Tokyo","Japan","2013","mathematical optimization","university","1","2","2 gigabytes","custom (OpenMP)","20","0.118688","79.3193 seconds","3.68 Watts"
"153","677","152","Twizzle","Dell","Optiplex 9010, Intel Ivy Bridge Core i7 3770","","Sandia National Laboratories","New Mexico, USA","USA","2012","Architectural Testbed","Government","1","4","16 gigabytes","Reference, OpenMP-CSR","23","0.0992","39.18 seconds",""
"154","619","153","Kraken","Cray","","","Lawrence Livermore National Laboratory","","USA","","","","0","6128","0 gigabytes","Custom/NAND FLASH","31","0.0966368","",""
"155","620","154","Caribou","unknown","","","Link Analytics","","USA","","","","0","0","0 gigabytes","Reference","27","0.0751619","",""
"156","621","155","Leviathan","Dell","","FusionIO","Lawrence Livermore National Laboratory","","USA","","","","1","40","0 gigabytes","Custom/NAND FLASH","36","0.0536871","",""
"157","632","155","Kraken","Dell","","FusionIO","Lawrence Livermore National Laboratory","","USA","","","","0","6128","0 gigabytes","Custom/NAND FLASH","34","0.0536871","",""
"158","635","155","Appro","Dell","","","Lawrence Livermore National Laboratory","","USA","","","","1","32","0 gigabytes","","34","0.0536871","","0 Watts"
"159","622","158","Neumann","AMD","","","UC Santa Barbara","Santa Barabara, CA","USA","","","","0","32","0 gigabytes","Custom","26","0.0322123","",""
"160","654","159","Scott Beamer's iPad","Apple","iPad 3","none","UC Berkeley","Berkeley, CA","USA","2012","research","university","1","2","1 gigabytes","direction-optimizing BFS","14","0.0304","13.211 seconds",""
"161","623","160","Gordon","Appro","Xtreme-X GreenBlade GB512X, Xeon E5-2670 8C 2.600GHz","Infiniband QDR","San Diego Supercomputing Center","San Diego, CA","USA","","","","7","84","","Reference","29","0.0214748","",""
