"No.","Nid","Rank","Machine","Vendor","Type","Network","Installation Site","Location","Country","Year","Application","Usage","Number of nodes","Number of cores","Memory","Implementation","Scale","GTEPS","C_time","Power"
"109","1360","109","Intel Westmere X5670","Intel","Westmere X5670 ","","Intel","","USA","","","","0","3072","0 gigabytes","","33","6.76457","","0 Watts"
"110","1304","110","Vortex","Convey"," HC-1ex","","Convey Computer Corporation","Richardson, TX","USA","2012","Geophysics, automotive, etc.","Government, university, industry, etc.","1","4","192 gigabytes","custom","27","6.63583","3747.82 seconds",""
"111","1379","111","URAN","HP","Cluster/16 nodes, 32 CPU Intel Xeon X5675","IB DDR","Institute of Mathematics and Mechanics UrB RAS","Yekaterinburg","Russia","2012","Mathematical and physical modelling","Science, education, industry","16","192","1904 gigabytes","graph500_custom_imm","26","6.25902","18.6411 seconds",""
"112","1318","112","JaguarPF","Cray","XT5","","Oak Ridge National Laboratory","","USA","","","","512","1024","0 gigabytes","Custom/ETI SWARM","33","6.2277","",""
"113","1352","113","Convey HC-1ex","Convey","Computer Corporation HC-1ex","Infiniband","Virginia Bioinformatics Institute","Blacksburg, VA","USA","2011","Bioinformatics","University","1","4","160 gigabytes","Custom (Convey)","27","5.9962","3588.6 seconds","0 Watts"
"114","1417","114","NTHU Quanta Cluster","Quanta Computer","Quanta - Intel(R) Xeon(R) X5670 C12 2.93GHz","InfiniBand","National Tsing Hua University","Hsinchu","Taiwan","2012","general application","university","32","384","","reference","29","5.61732","96.7725 seconds",""
"115","1301","115","Cray XT4","Cray","XT4","","NERSC","","USA","","","","9544","0","0 gigabytes","Optimized","32","5.60493","","0 Watts"
"116","1413","116","ULP2012 ultra-green oil-cooled server : GraphCREST","self-made","Xeon E5-2620 2.0GHz x 2 (12 cores, 24 threads), (oil cooling) / 1 node","","Tokyo Institute of Technology","Tokyo","Japan","2012","high-performance computing","university","1","12","32 gigabytes","custom (OpenMP)","24","5.12372","25.8703 seconds","168.5 Watts"
"117","1319","117","mirasol","Intel","Westmere-EX","","Georgia Tech","","USA","","","","0","10","0 gigabytes","","28","5.04659","",""
"118","1361","118","SuperMicro","SuperMicro","","","VU University","","Netherlands","","","","128","0","0 gigabytes","","31","4.61709","","0 Watts"
"119","1436","119","MIC","Intel","Xeon Phi 7120P","","PACMAN Group","Tsinghua University, Beijing","China","2014","High performance computing","University","1","61","16 gigabytes","custom","25","4.53221","19.3895 seconds",""
"120","1320","120","Blacklight","SGI","Altix UV1000","","PSC","","USA","","","","1","512","0 gigabytes","Custom","32","4.40234","",""
"121","1425","121","MIC","Intel","Xeon Phi 7120P","","DISLab.org, NICEVT / svetcorp.net","Moscow","Russia","2013","Computer engineering","Industry","1","61","16 gigabytes","Custom","25","4.36578","491.4 seconds","0 Watts"
"122","1406","122","NTHU Quanta Cluster","Quanta Computer","Quanta - Intel(R) Xeon(R) X5670 C12 2.93GHz","InfiniBand","National Tsing Hua University","Hsinchu","Taiwan","2012","general application","university","16","192","","reference","26","4.32486","15.6816 seconds",""
"123","1467","123","Alkindi26-CPU","Dell","Commodity Machine /  Intel Xeon E5-2670 (2 Sockets, 20 cores, 40 hardware threads)","","The University of British Columbia","Vancouver, BC","Canada","2014","Research","University","1","","512 gigabytes","Custom","30","4.24712","3247 seconds","391 Watts"
"124","1470","124","Catalyst","Cray / Intel","Cray CS300 Supercomputer, dual Intel E5-2695v2 processors, 128GB memory, Intel 910 800GB SSD","Intel QDR-80 dual rail Infiniband","Lawrence Livermore National Laboratory","Livermore, CA","USA","2014","Research","Government","300","7200","38400 gigabytes","Custom","40","4.175","172800 seconds",""
"125","1303","125","GPU-based cluster","Self-assembled","GPU-based cluster","","Seoul National University, Korea","Seoul","South Korea","2010","Computer Science","University","8","192","384 gigabytes","custom","26","4.06453","512.861 seconds",""
"126","1405","126","NTHU Quanta Cluster","Quanta Computer","Quanta - Intel(R) Xeon(R) X5670 C12 2.93GHz","InfiniBand","National Tsing Hua University","Hsinchu","Taiwan","2012","general application","university","16","192","","reference","24","4.0492","3.55049 seconds",""
"127","1426","127","Mustang","Appro","Xtreme-X cluster with dual-socket 12-core AMD MagnyCours processors","Mellanox InfiniScale IV 4x-QDR InfiniBand","Los Alamos National Laboratory","Los Alamos, New Mexico","USA","2012","open science (any field)","government","86","2064","5504 gigabytes","graph500_mpi_replicated_csc from v2.1.4","31","3.79502","455.079 seconds",""
"128","1348","128","I840r-GP","Sugon","4x Intel Xeon E7-4830 CPU (8 core, 2.13GHz)","","Institute of Computing Technology, Chinese Academy of Sciences","Beijing","China","2012","Research","University","1","32","1024 gigabytes","Custom","30","3.69","15400.8 seconds",""
"129","1434","129","EBD-RH5885v2","Huawei","Tecal RH5885 V2 Server w/ Tecal ES3000 PCIe SSD 800GBx2 1.2Tx2","","Tokyo Institute of Technology","Tokyo","Japan","2013","Research","University","1","48","512 gigabytes","Custom (OpenMP, NUMA-optimized , Hybrid Double Graph, NVRAM)","30","3.67475","2822.84 seconds","844.337 Watts"
"130","1404","130","NTHU Quanta Cluster","Quanta Computer","Quanta - Intel(R) Xeon(R) X5670 C12 2.93GHz","InfiniBand","National Tsing Hua University ","Hsinchu ","Taiwan","2012","general application","university","16","192","","reference","26","3.26098","16.6105 seconds",""
"131","1435","131","MEM-CREST Node #1","Supermicro","Intel® Xeon™ E5-2660 x 2socets FusionIO ioDrive2 1.2TB","","Tokyo Institute of Technology","Tokyo","Japan","2012","Research","University","1","16","64 gigabytes","Custom (OpenMP, NUMA-optimized, Hybrid Single Graph, NVRAM)","29","3.11171","6686.73 seconds","303.6 Watts"
"132","1458","132","EBD-RH5885v2","Huawei","Tecal RH5885 V2 Server w/ Tecal ES3000 PCIe SSD 800GBx2,1.2TBx2, crucial@M500 mSATA 480GB x32","","Tokyo Institute of Technology","Tokyo","Japan","2014","Research","University","1","48","1024 gigabytes","Custom (netalx-v5-sg, OpenMP, NUMA-optimized, NVM)","33","3.10722","201717 seconds","908.22 Watts"
"133","1321","133","Todi","Cray","XK7","","CSCS","","Switzerland","","","","0","0","0 gigabytes","Custom GPU Result","28","3.00648","",""
"134","1460","134","URAN","HP","Cluster / 16 nodes HP SL390sG7 (2 CPU Intel Xeon X5675 + 8 GPU Tesla M2050 in each node)","IB DDR","Institute of Mathematics and Mechanics UrB RAS","Yekaterinburg","Russia","2013","Mathematical and physical modelling","Science, education, industry","16","1984","768 gigabytes","graph500_custom_imm_gpu","30","2.79635","776.35 seconds","57600 Watts"
"135","1336","135","GraphCREST-M48","Dell","AMD Opteron 6174 2.2GHz","","Chuo University","Tokyo","Japan","2011","Mathematical optimization","University","1","48","256 gigabytes","custom","29","2.42145","276.558 seconds",""
"136","1421","136","GraphCREST-Wex40","HPCTECH","Corporation Intel(R) Xeon(R) CPU E7-4870  2.40GHz","","Chuo University","Tokyo","Japan","2012","Mathematical optimization","University","1","40","512 gigabytes","custom","30","2.16103","476.184 seconds",""
"137","1484","137","APU","AMD","Kaveri(AMD A10-7850K Radeon R7)","","Tsinghua University","Beijing","China","2014","Research","University","1","4","32 gigabytes","Custom","26","2.07","14.6525 seconds",""
"138","1424","138","B2-mic0","Intel","Xeon Phi 5110P","","DISLab.org, NICEVT","Moscow","Russia","2013","Computer engineering","Industry","1","60","8 gigabytes","Custom","23","1.80143","13.78 seconds",""
"139","1483","139","GraphCREST-7048GR-TR","Supermicro","7048GR-TR (Huawei ES3000 2.4TB)","","Tokyo Institute of Technology","Tokyo","Japan","2015","Research","University","1","36","128 gigabytes","Custom (netalx-v7.7fz-sg , OpenMP, NUMA-optimized, NVM)","31","1.77788","11561.8 seconds","336.018 Watts"
"140","1299","140","GLADOS","Convey","Computer Corporation HC-1","","Imperial College London","South Kensington Campus, London","UK","2010","Research on acceleration of data-intensive applications","University","1","6","128 gigabytes","unknown","24","1.72364","393 seconds",""
"141","1322","141","Dingus","Convey","HC-1","","Sandia National Laboratories","","USA","","","","1","4","0 gigabytes","Convey Custom","28","1.71799","",""
"142","1323","141","Wingus","Convey","HC-1","","Sandia National Laboratories","","USA","","","","1","4","0 gigabytes","Convey Custom","27","1.71799","",""
"143","1438","143","Graphybrid++","AMD","AMD A10-7850K APU + AMD W9100 Firepro GPU","","AMD Research","Austin, TX","USA","2014","Architecture Testbed","Industry","1","4","24 gigabytes","Custom (Hybrid++)","25","1.68555","205.9 seconds",""
"144","1456","144","EBD-GoldenBox-Prototype","NVIDIA","Jetson TK1","","Tokyo Institute of Technology","Tokyo","Japan","2014","Research","University","1","5","2 gigabytes"," Custom (OpenMP, Degree-aware BFS)","21","1.63503","40.153 seconds","8 Watts"
"145","1324","145","Convey01","Convey","HC-1","","Bielefeld University, CeBiTec","","Germany","","","","1","4","0 gigabytes","Convey Custom","28","1.61061","",""
"146","1325","145","HC-1d","Convey","Computer Corporation HC-1","","Convey Computer Corporation","","USA","","","","1","4","0 gigabytes","Convey Custom","28","1.61061","","0 Watts"
"147","1326","147","Convey2","Convey","HC-1","","Lawrence Berkeley National Laboratory/NERSC","","USA","","","","1","4","0 gigabytes","Convey Custom","28","1.50324","",""
"148","1327","147","IBM with ScaleMP/vSMP Foundation","IBM","","ScaleMP/vSMP Fundation","LArgonne National Laboratory","","USA","","","","0","128","0 gigabytes","Reference","29","1.50324","","0 Watts"
"149","1365","149","SuperDragon-1","unknown","","","Institute of Computing Technology","Beijing","China","","","","32","384","0 gigabytes","Custom","30","1.39586","",""
"150","1403","150","NTHU Quanta Cluster","Quanta Computer","Intel(R) Xeon(R)  E5-2670 C16 2.60GHz","InfiniBand","National Tsing Hua University","Hsinchu","Taiwan","2012","general application","university","4","64","","reference","18","1.3357","1.00949 seconds",""
"151","1363","151","Cray XMT","Cray","XMT","","Pacific Northwest National Laboratory","","USA","","","","128","0","0 gigabytes","Optimized","29","1.30997","","0 Watts"
"152","1328","152","PLX","IBM","PLX","","CINECA"," Bologna","Italy","","","","32","64","0 gigabytes","GPU Customized","26","1.28849","","0 Watts"
"153","1433","153","EBD-prototype-m","Handmade","Custom (Intel® Core™ i7 @ 3.50GHz, crucial@m4 msata 256GB * 16)","","Tokyo Institute of Technology","Tokyo","Japan","2013","Research","University","1","4","16 gigabytes","Custom (OpenMP, NUMA-optimized, Hybrid Single Graph, NVRAM)","28","1.28359","10674 seconds",""
"154","1364","154","Cray XMT","Cray","XMT","","Sandia National Laboratories","","USA","","","","128","0","0 gigabytes","Optimized","29","1.25628","","0 Watts"
"155","1414","155","GraphCREST-MBA13","Apple","Macbook Air 13inch (Intel(R) Core(TM) i5-2557M CPU @ 1.70GHz) / 1node","","Chuo University","Tokyo","Japan","2012","mathematical optimization","university","1","2","8 gigabytes","custom (OpenMP)","23","1.22761","69.7941 seconds","23.6 Watts"
"156","1439","156","Alkindi","Supermicro workstation","Commodity Machine /  Intel Xeon E5-2650 (2 Sockets, 32 cores), Nvidia Kepler K20c (2 GPUs)","","The University of British Columbia","Vancouver, BC","Canada","2012","Generic","University","1","","256 gigabytes","custom","28","1.20576","2860 seconds","496 Watts"
"157","1329","157","cougarxmt","Cray","XMT","","Pacific Northwest National Laboratory","","USA","","","","128","0","0 gigabytes","Reference","29","1.18112","",""
"158","1330","157","GraphCREST-W12","AMD","Opteron 6174 2.2GHz","","Chuo University","Tokyo","Japan","","","","1","12","0 gigabytes","","0","1.18112","",""
"159","1354","159","PowerEdge R815 Opteron 6174","Dell","PowerEdge R815 Opteron 6174","Infiniband","STE Lab, Nagoya University","","Japan","2010","Geophysics and astrophysics","University","4","192","384 gigabytes","unknown","22","1.1623","2898.1 seconds",""
"160","1419","160","GraphCREST-Intel-NUC","Intel","Intel® NUC Kit DC3217IYE / 1 node","","Chuo University","Tokyo","Japan","2013","mathematical optimization","university","1","2","8 gigabytes","custom (OpenMP)","23","1.08175","71.1322 seconds","20.1 Watts"
"161","1331","161","graphstorm","Cray","XMT","","Sandia National Laboratories","","USA","","","","128","0","0 gigabytes","Reference","29","1.07374","",""
"162","1454","162","GraphCREST-Xperia-Z1-SO-01F","Sony","Android Smartphone (Qualcomm Snapdragon 800 MSM8974 2.2GHz)","","Kyushu University","Fukuoka","Japan","2013","Smartphone","Smartphone","1","4","2 gigabytes","Custom (OpenMP, Android-NDK, Degree-aware BFS)","20","1.033","19.149 seconds","4.393 Watts"
"163","1332","163","ScaleMP/vSMP Foundation","IBM","","ScaleMP/vSMP Fundation","LArgonne National Laboratory","","USA","","","","0","128","0 gigabytes","Reference","30","1.03079","","0 Watts"
"164","1333","164","Hyperion","Dell, Intel, Supermicro, QLogic, Cisco, Mellanox, DDN, Sun, LSI and RedHat","","","Lawrence Livermore National Laboratory","","USA","","","","64","512","0 gigabytes","Custom","31","0.99858","",""
"165","1370","165","Cray XT5-HE","Cray","XT5-HE","","Oak Ridge National Laboratory","","USA","","","","18688","224256","0 gigabytes","","30","0.966368","","0 Watts"
"166","1375","166","tara","IBM","Server x iDataPlex","InfiniBand (QDR)","University of Maryland, Baltimore County","Baltimore, MD","USA","2009","Mathematics and statistics, computer science, atmospheric physics, computational chemistry, mechanical engineering, and more","University","86","688","2088 gigabytes","Modified reference implementation","31","0.946","135.525 seconds",""
"167","1455","167","GraphCREST-Xperia-Z1-SO-01F","Sony","Android Smartphone (Qualcomm Snapdragon 800 MSM8974 2.2GHz)","","Kyushu University","Fukuoka","Japan","2013","Smartphone","Smartphone","1","4","2 gigabytes","Custom (OpenMP, Android-NDK, Degree-aware BFS)","21","0.909","42.21 seconds","5.292 Watts"
"168","1409","168","Matterhorn","Cray Inc.","XMT2","Seastar","Swiss National Supercomputing Center","Lugano","Switzerland","2011","General purpose scientific computing","University","64","64","2048 gigabytes","Green500-modified Cray version","31","0.897","2203 seconds","19557 Watts"
"169","1334","169","Matterhorn","Cray","XMT","","CSCS","","Switzerland","","","","64","0","0 gigabytes","Reference","31","0.880468","",""
"170","1310","170","Cray XT5-HE","Cray","XT5-HE","","Oak Ridge National Laboratory","","USA","","","","512","0","0 gigabytes","Reference","27","0.858993","","0 Watts"
"171","1362","170","Cray XMT2","Cray","XMT2","","CSCS","","Switzerland","","","","64","0","0 gigabytes","","31","0.858993","","0 Watts"
"172","1479","172","Alkindi-Jetson","Nvidia","Jetson","","The University of British columbia","Vancouver","Canada","2015","Research","University","","","","Custom","22","0.850828","37.54 seconds","6.346 Watts"
"173","1335","173","Minerva","Intel","Westmere 2.66 GHz","","University of Warwick","","UK","","","","1","12","0 gigabytes","Reference","26","0.837519","",""
"174","1440","174","AMD-APU","AMD","AMD A10-7850K APU","","AMD Research","Austin, TX","USA","2014","Architecture Testbed","Industry","1","","16 gigabytes","Custom (Hybrid++)","24","0.827","89.6 seconds",""
"175","1355","175","GraphCREST-M48","AMD","Opteron 6174 2.2GHz","","Chuo University","Tokyo","Japan","","","","1","48","0 gigabytes","Custom","27","0.826781","",""
"176","1452","176","GraphCREST-Xperia-A-SO-04E","Sony","Android Smartphone (Qualcomm Snapdragon S4 Pro APQ8064 1.5GHz)","","Kyushu University","Fukuoka","Japan","2013","Smartphone","Smartphone","1","4","2 gigabytes","Custom (OpenMP, Android-NDK, Degree-aware BFS)","20","0.739","26.664 seconds","3.2074 Watts"
"177","1337","177","Erdos","unknown","","","Oak Ridge National Laboratory","","USA","","","","0","0","0 gigabytes","Reference","29","0.697932","",""
"178","1367","177","Intel Westmere E7-4870 2.4GHz","Intel","E7-4870 2.4GHz ","","Intel Research","","USA","","","","1","40","0 gigabytes","","27","0.697932","","0 Watts"
"179","1366","179","Intel Westmere X5670 2.93","Intel","Westmere X5670 2.93, IB network","","Intel Corporation","","USA","","","","128","256","0 gigabytes","Reference","26","0.660351","","0 Watts"
"180","1338","180","Hyperion + FusionIO","unknown","","","Lawrence Livermore National Laboratory","","USA","","","","64","512","0 gigabytes","Custom/NAND FLASH","36","0.601295","","0 Watts"
"181","1453","181","GraphCREST-Xperia-A-SO-04E","Sony","Android Smartphone (Qualcomm Snapdragon S4 Pro APQ8064 1.5GHz)","","Kyushu University","Fukuoka","Japan","2013","Smartphone","Smartphone","1","4","2 gigabytes","Custom (OpenMP, Android-NDK, Degree-aware BFS)","21","0.588","283.645 seconds","3.253 Watts"
"182","1368","182","Intel Westmere X5670 2.93","Intel","Westmere X5670 2.93, IB network","","Intel Corporation","","USA","","","","256","512","0 gigabytes","Reference","29","0.572304","","0 Watts"
"183","1432","183","GraphCREST-NEXUS7-2013","ASUS","Android Tablet (Qualcomm Snapdragon S4 Pro, 1.5GHz)","","Tokyo Institute of Technology","Tokyo","Japan","2013","Research","University","1","4","2 gigabytes","Custom (OpenMP, Android NDK)","20","0.534713","33.3676 seconds","4.1248 Watts"
"184","1369","184","Nehalem X5570","Intel","Nehalem X5570","","Sandia National Laboratories","","USA","","","","0","512","0 gigabytes","Reference","28","0.512175","",""
"185","1478","185","Aziz","Fujitsu","Cluster","IB (QDR) Intel True Scale","king abdulaziz university","Jeddah","Saudi Arabia","2015","Genomics, Weather","University","","","","MPI-Replicated","16","0.478866","0.170506 seconds",""
"186","1339","186","ultraviolet","unknown","","","Sandia National Laboratories","","USA","","","","0","32","0 gigabytes","Custom","29","0.418759","",""
"187","1422","187","Viridis HPC@Uni.lu","Boston","Boston Viridis - ARM Microservers 2U","Ethernet 10G","University of Luxembourg","Campus Belval, Esch-sur-Alzette","Luxembourg","2013","Computer Science research","University","32","128","128 gigabytes","Reference implementation graph500_mpi_replicated","21","0.389643","8.71395 seconds","206.38 Watts"
"188","1340","188","Owens","unknown","","","The Ohio State University","","USA","","","","0","0","0 gigabytes","Reference","26","0.257698","",""
"189","1341","189","Trestles","Appro","1U-1143H Cluster, Opteron 8C 2.4Ghz","Infiniband QDR","UC San Diego","San Diego, CA","USA","","","","144","4608","0 gigabytes","Custom/NAND FLASH","36","0.236223","",""
"190","1427","190","Okorok","Dell","PowerEdge C1100","","Home","Yekaterinburg","Russia","2013","Natural language processing","Personal","1","8","48 gigabytes","Reference OpenMP","17","0.228","0.208 seconds","0 Watts"
"191","1342","191","Knot","unknown","","","UC Santa Barbara","Santa Barabara, CA","USA","","","","0","64","0 gigabytes","Custom/NAND FLASH","30","0.171799","",""
"192","1400","192","Twizzle","Dell","Optiplex 9010, Intel Ivy Bridge Core i7 3770","","Sandia National Laboratories","New Mexico, USA","USA","2012","Architectural Testbed","Government","1","4","16 gigabytes","Reference, OpenMP-CSR","23","0.0992","39.18 seconds",""
"193","1343","193","Kraken","Cray","","","Lawrence Livermore National Laboratory","","USA","","","","0","6128","0 gigabytes","Custom/NAND FLASH","31","0.0966368","",""
"194","1344","194","Caribou","unknown","","","Link Analytics","","USA","","","","0","0","0 gigabytes","Reference","27","0.0751619","",""
"195","1471","195","Bertha","Supermicro / Saratoga Speed","Quad-socket Intel E7-4870v2 server w/ Saratoga Speed Altamont XP flash arrays","","Lawrence Livermore National Laboratory","Livermore, CA","USA","2014","Research","Government","1","60","2048 gigabytes","Custom","37","0.0627","0 seconds",""
"196","1345","196","Leviathan","Dell","","FusionIO","Lawrence Livermore National Laboratory","","USA","","","","1","40","0 gigabytes","Custom/NAND FLASH","36","0.0536871","",""
"197","1356","196","Kraken","Dell","","FusionIO","Lawrence Livermore National Laboratory","","USA","","","","0","6128","0 gigabytes","Custom/NAND FLASH","34","0.0536871","",""
"198","1359","196","Appro","Dell","","","Lawrence Livermore National Laboratory","","USA","","","","1","32","0 gigabytes","","34","0.0536871","","0 Watts"
"199","1346","199","Neumann","AMD","","","UC Santa Barbara","Santa Barabara, CA","USA","","","","0","32","0 gigabytes","Custom","26","0.0322123","",""
"200","1378","200","Scott Beamer's iPad","Apple","iPad 3","none","UC Berkeley","Berkeley, CA","USA","2012","research","university","1","2","1 gigabytes","direction-optimizing BFS","14","0.0304","13.211 seconds",""
"201","1347","201","Gordon","Appro","Xtreme-X GreenBlade GB512X, Xeon E5-2670 8C 2.600GHz","Infiniband QDR","San Diego Supercomputing Center","San Diego, CA","USA","","","","7","84","","Reference","29","0.0214748","",""
